review|sentiment
This cooler pump make my summer very cool I recommend this product who ever need a cooler pump Thank you The home depot|Positive
Great swamp cooler, just replaced the same basic model from 15 years ago. Easy to install.|Positive
This is a replacement for a pump that had been working well until the calcium deposits clocked up the whole system. The moment we installed this pump, there was a dramatic difference in the cooling. We actually have to turn it off at night because it makes our house too cold.|Positive
The fit was perfect. There was a smell for awhile, we just drained the water a few times and it went away. Good product.|Positive
The beeping when it runs out of air can be obnoxious. Saying that it can cool any room and it's easy to clean the fliter is easy and it's good just to put in a corner and forget about it|Positive
Stopped working after a week and a half....will be pulling it out and returning it today....don't know if it was defective from the start, or couldn't handle the California heat we're having...|Negative
This was purchased for me as a gift for my brooder house. I live in a very dry climate, northeastern Nevada and this swamp cooler had done a splendid job of keeping the temps down. At least a 8-10° drop from outside. I would hesitate to use it indoors only because it's bulky and needs to pull in very dry air to work properly. I would recommend this as a enclosed patio or shop cooler.|Positive
as expected|Negative
It's loud and does not cool it as much as I thought it would.|Negative
Worked fine. A little awkward to use.|Positive
We recently moved to another house which has an evaporative cooler. I knew I had to cover it before winter and in fear and trembling went to Home Depot for a good canvass cover. The clerk was very helpful in finding the right thing and also found the simple straps to secure the cover in any wind. I brought it home, got on the roof and in a matter of a few minutes the cover went on and I secured it with the ratchet straps the clerk recommended! Great products. Thank you.|Positive
Covers were easy to install and secure. Appear to be of good quality, but time will tell.|Positive
Received in a timely manner, product was as described, works great. Very pleased.|Positive
Good price, works good|Positive
I am on a limited budget and my husband needs a cool house. This swamp cooler met all of our needs. I would recommend this product.|Positive
This evaporative cooler held promise but this particular sample malfunctioned. It was an adequate fan but the evaporative part failed by spitting forward a great deal of water and making a rattling sound, as if something was hitting the fan that should not have been doing so. I returned and bought a simple fan (made in the USA). It works. Thanks, Home Depot, for making the returns process absolutely simple and blame-free. I am still a loyal shopper.|Negative
Last year 6-15-12 I bought the master cool model ADA51. Had it installed by a licensed contractor, this year April 2013 went to start it up for spring, and discovered the wheel on the blower had come apart and was making a terrible noise. Essick Air, was quickly responsive to my request for warranty for the defective part, requiring submittal of documentation of the problem, and proof of purchase. I had excellent documentation thanks to my contractor; however the labor to replace the defective part was not covered under their warranty and I had to pay to have the defective part replaced. The cooler was purchased for my parents who are in their late 70’s, we selected the Master Cool because we thought it was a quality item and would only need routine maintenance for some years. However we incurred a substantial repair bill replacing the poorly welded squirrel cage not even 1 year after purchase needless to say I was highly disappointed and clearly made an error in assuming Master Cool was quality well made product.|Negative
This cooler failed to turn on after 4 weeks in operation. I have since replaced this very poorly built unit.|Negative
I ordered a set of these 29 inch x 21 inch aspen pads (product number 05-002-0218), had them delivered to my local Home Depot and picked them up today. To be clear, ordered 1 unit, or box, at the cost of about $25, and I received a set of three pads in that box. These are for my Brisa BW4000 evaporative air cooler, or swamp cooler. This is my first season servicing a swamp cooler, so I expected the dimensions of the aspen pads to be the actual size of my grille panels, which is 29 inches x 21 inches. The actual dimensions of each individual aspen pad, which I measured with my tape measure, were 23 inches by 30 inches, which surprised me a little at first, but they did scrunch into each grille panel and seem to be working nicely. The product description describes the thickness of these as two inches. But they are actually about 7/8 inches thick per pad. Perhaps when moist they expand to two inches, but when new and dry, they are close to one inch thick. I ordered these on a Saturday night and received an email saying they were ready for pickup at the store around 4pm the following Wednesday, which I was I thought was a pretty fast shipment.|Positive
This motor work so good that you cannot feel any heat from cooking while the motor is on. Thank you. M.MUNN|Positive
I have bought Brians cooler covers In the past and found them to be good quality and durable. However, I get a discount on another brand of covers so for the past couple of years I have been buying that brand instead. When I needed cooler covers this year, I discovered that the other brand have stopped making the canvas covers and switched to plastic - and made in China. I do what I can to buy USA, so returned to Brian's for good value, a good fit, and helping to keep the USA economy going!!|Positive
I was pleasantly surprised when this pump arrived. It is well made and works better than what I had in the cooler when I installed the cooler.|Positive
The cooler feature isn’t the best. It’s an expensive fan.|Negative
This product was easy to put together. That was the only thing good about it! The fan doesn't blow very good and it barely blew cold air out of it. The air wasn't even that cold. It uses a lot of water. If you don't get good ventilation in the room, it will make your room muggy. I was very disappointed. It is not worth $200. There were 7 good reviews and 13 bad reviews when I bought this. I should have went with my gut and not bought it.|Negative
My parents had these in their house for over 40 years with great success. Their house would be 73 degrees while it's in the 90s outside. I just installed 5 in my home. Installation was fine, be sure to get in the attic to avoid wiring. Now the house is 10 degrees cooler, and much safer woth windows locked.|Positive
The cooler arrived with a small dent in the side which caused the upper tower to shift from it proper position. I had to unscrew the tower and snap it back into place. The water reserve is very difficult to pull out and does not come out completely for cleaning. There are no instructions for making sure no bacteria grows in the water or filter. It produces only a mild coolness, but does add moisture to the a air.|Positive
As described on website.|Positive
Worked as it should. Happy with the product.|Positive
Ok, so after reading many reviews online I decided to go to home depot to pick one up for myself on 8-7-2014. Installation wasn't so hard, but you got to make sure you get the right size anchor bolts to mount onto stucco wall. After that, cut plywood board so that it can fit through your window which was not hard at all. I did a install where later on I can take out unit widow damaging my window frame.....just in case if I was ever to sell my house, I can take out without someone knowing it was ever there. Installation may require two people depending on your muscle mass...LOL...but I did manage to do it myself which an extra hand would of been nice. Like one of the comments I've read was when you mount your water line, use a extra set of vise grips to hold the float valve inside tank while you tighten up the bolt to your copper water line. I did not break the plastic that supports the float valve as others since I saw that the plastic was flexing as I try to tighten up the compression fitting. That is one of the down size to this unit. Over tightening screws with drill can strip the plastic which I think can not be repair....so be careful. Ok, enough about the install and safety.....now lets get to HOW THE UNIT WORKS. I live in Fresno CA which can get pretty hot in the summer time. I have notice that on hot humid days over 100 degree this unit wont cool down your house which I know that already with swamp coolers. I have a two story house which is 2200 SQ and does a great job cooling down stairs if its not so humid outside. Also the bleed line for water on the unit can dump as much as a five gallon bucket in two hours.....I don't mind since I use it to water my flower beds. You can plug up the bleed line to save water, but your pads will not last as long. Overall this unit works great when its over 100 degree outside when humidity is low|Positive
We are very happy with this cooler as a whole. I bought it for my mother who lives in a small apartment in New York and she loves it. Note that this unit is intended for small rooms-spaces. I did not purchase it thinking it would cool her apartment down like an AC, but I was hoping it would be better than a regular fan and much less expensive to run and boy, it exceeded our expectations. - Great swamp cooler and great value as well - Easy to move around when she needs to - The water tank is easy to fill - Quiet - It comes with a remote control - Ice packs Included Great product and works perfectly and does exactly what I expected it to. I will definitely recommend this fan to my others relatives and friends.|Positive
For a small unit this cooler works very well. It cools ambient air about 20F. I use about 10-15 gallons per day depending on humidity running 12+- hours per day.|Positive
"I have issues with the instructions: 1. What kind of plastic tray do you need? I used the plastic part of the product card, removing the tags with naptha (lighter fluid), then washing and rinsing. 2. Must clean rust from cooler water pan? 3. Cooler coating must be used prior? I wanted to use this on a new cooler to PREVENT rust and corrosion. 4. Must cover the entire ""tray"" with water. I do not know how deep our new cooler's water depth is, but has to be 2 1/2"" deep. 5. Since this product has not been installed on my or my son's cooler, I don't yet know if it helps anything (both new coolers). 6. Intended for use where coating (paint) is no longer effective? Is DIAL implying that paint or coating is gone and that it will destroy the original paint? If so, it doesn't say that on instructions."|Negative
Works great Thanks|Positive
I use this product to cover my a/c compressor over the winter|Positive
It was easy to install and it doesn't take up much space. We've had it about a month and it cools the rooms very well.|Positive
Works great..I'm very satisfied with the product|Positive
This has to be my new favorite find. This was so easy to get going and made my room comfortable and cool in such a short time. I run hot and always need a fan and this was the perfect way to keep me cool without being freezing. The design is so sleek and classy looking and compact enough that it does not take up much space. It also has a great white noise aspect to it when I am sleeping since I always sleep with a fan on at night, this was perfect for that and not noisy or overwhelming at all. It is easy to maintain the water tank and the different speeds make it so there is something for everyone. I really love the portability of it, it is so lightweight that I can move it around from room to room without trouble.|Positive
I have buying this size cooler for several locations because they don't stick out from the house very far. So it is because of the shape.Easy to set up, and mostly already assembled.This unit was dented and scratched when we uncovered it. I would guess that it had been hit by a fork lift.Once you get something like this to the site and unbox it, you don't want to go through the trouble of taking it back. Any dents and scratches though, tend to shorten the life of the unit because they rust quicker.|Positive
The material was much heavier than I expected. It was also canvas, rather than the cheaper plastic that I had purchased for my prior air conditioner. It was a breeze to install and fit my air conditioner perfectly!|Positive
The unit works great but I dont think it cools the area it clames to. I use it in my shop that is only 900 square foot. It is cool as long as you are right in front of it but it does not cool the area very well. The unit does leak water from the side when the pump is on. I just put some tape to keep the plastic pieces pushed together and it stopped. I don't want to send it back because it takes so long to get another one.|Negative
Unit has a problem getting water pumped on the sides of the unit.|Negative
I got his about a month ago in preparation for fall. I like the lightweight material and easy slip down fit that this cover provides. The drawstring was ample in size and left enough length for me to tie and knot adequately for winter. This does not require a lot of room for storage another plus. However it could have used a storage bag, very easy to use.|Positive
It was perfect|Positive
We have used window coolers for years and chose to purchase this unit for more specific room cooling. Simple to set up, instructions are clear, and the unit truly is easy to move from room to room. Cools quickly, the swing feature is perfect for keeping the air flow off any one person or object, and the night mode is definitely a plus. Loved it so much in the first week, we bought another for our daughters at college. Definitely worth it.|Positive
I have just put this in my bedroom and it is working very well to help keep me cool.|Positive
Used on home made rig|Positive
The cover is almost necessary in the Arizona desert due to the dust that is almost always in the air. It was a very good investment!|Positive
Your swamp cooler ain't going to work workout this part.|Positive
Good unit & it does put out the humidity|Positive
I live in San Diego and purchased this unit for my upstairs office about 4 months ago. since my window is a slider door, i am limited to a portable AC unit which is more costly. After months of trying this out I can say this doesn't cool the air at all. It's simply a fan. If you need to cool down a room this is the wrong way of doing it. I will be purchasing a portable AC unit next.|Negative
Fantastic addition to our patio environment. Encourage to purchase either a second one, or the next step up...|Positive
Very pleased. Wasn’t aware that it had a function for fins to blow side to side as well. Very nice surprise!|Positive
The unit blows fine but I have been experiencing issues with the plug. I plug it in and have to press the reset button and I find that it does not get power so I press again until maybe after 4 trys it finally sets. Not reliable due to this and my fear is it will just stop working.|Negative
I am very pleased with my new cooler, very quiet and very efficient|Positive
I live in Phoenix, Az and I was looking for something that would allow me to be outside in my backyard in the summer when temps are regularly above 100 degrees F. I received the unit in late June when the relative humidity was about 10% and it blew very cold air. Now in late July when the humidity is about 40%, it's not nearly as cold but still puts out a cool enough breeze to be able to sit outside under the shade without being too uncomfortable. A couple of years ago, I had purchased a stand alone portable evap cooler that looked more decorative and less commercial than this one and was only $150. It was worthless. The air coming out of it was barely cooler than the ambient air. This product provides a much more noticeable difference in cooling the air which is why I'm very happy with it so far. On the downside, it is a water hog and probably goes through a gallon every 10 to 15 minutes. Also the buttons seem like they could pop out of the case if the soft plastic warps a little. One of the button rings on mine is already exposing a side tab and popping up a bit. So far I've resisted the temptation to attach a hose to it because I know how bad hard water is for a swamp cooler. I've been filling it with water out of my reverse osmosis kitchen filter which removes almost all the calcium in water. I've found surprisingly little in my online research that will help to prevent calcium buildup other than something which treats the water with a chemical that makes the calcium stay suspended in the water better which doesn't sound too promising to me. It rained the other night and I was able to collect some of the rain water which I've been using as well.|Positive
the cooler was fully assembled, all i had to do was put the wheels on the bottom of the unit. did find a little debris in the tank from the cooling fins, but was easy to clean out. after filling tank with water & turning on found that the unit cooled good. easy to use & fan blows hard.|Positive
Nice variable speed fan, Main issue is the tank has to be 3/4 full to work, which makes it very heavy to move around. Also two sides of the tank a bowed out from the weight of the water. It would be best to have a switch to allow between filling the tank or leaving the tank empty when hooked to it's own water supply.|Positive
Easy to put together and runs smooth But the air flow is under powered.|Negative
So far so good. Only had them on for a couple of weeks.|Positive
It arrived promptly and fit petfectly and works like charm|Positive
Installation instructions are a bit criptic but if you have some common sense and know-how it will come together. Net message: it keeps our 1200 square foot home cool at a fraction of the price of the price of standard air conditioners. That was the goal and this unit made it happen even in 100 degree temperatures.|Positive
The cover is great. It fits very well. Got the straps too. Looks great.|Positive
Great unit. Very quiet especially on low speed. Easy install as unit includes chains, hooks, float valve, etc. I would recommend the addition of a purge pump to keep the water cleaner - this was a simple operation using existing pump plug; nor wiring required. I appreciate that the float valve is on the outside of the unit, not the house side, as this is a common leak point and keeps water away from the foundation of the house.|Positive
This pump fits perfectly into my 3 year old window evaporative cooler and cools my 2600 square foot house to a comfortable 74 degrees, even on the hottest days.|Positive
What a terrific discovery. High quality and moves the air quietly from light breeze to heavier. Industrial wheels make moving unit around effortless. Can enjoy summers outside again. Wish I knew about this years ago.|Positive
It works but I would not tell anyone to go out and purchase it..|Negative
Very easy to install, lightweight and very ply-able. I noticed a dramatic difference right after I put it on. Works great, thanks for a product that works.|Positive
Tried in a small room, no real difference noted. Ice, ice packs, or cold water didn't help. Returning it today|Negative
Had to replace our old cover, so glad we found this one. It fits so much better than the old one. Love the velcro closure too.|Positive
We have huge coolers at work and I needed more volume. This pump gives me the volume I need to keep the pads wet. We have been very happy with this pump. And have purchased multiple units.|Positive
This air cooler is a great product for a small room. I live in a small apartment with no air conditioning. This air cooler worked ok for my living space when temps. reached 95 degrees in Hillsboro. But I have a combined kitchen/dining room/living room combination, so the area is the major portion of the apartment. I actually think I should have invested in a larger sq. ft. unit and have been more comfortable. I still would recommend this product for a small bedroom.|Positive
Very easy to install. The design is beautiful and functional. We love it very much!!!|Positive
Description stated it is a little larger to compensate for shrinkage, but it was considerably larger. It is very baggy on the unit and had to use multiple straps to keep it from flapping in the wind.|Negative
This is definitely an awesome cooler to have and have recommended it to friend to purchase. The only issue I have is that when there's between a quarter and half a tank left of water, you can already hear the pump struggling to get water through the cooler. Other than that, it cools quickly and it doesn't add too much humidity to the house.|Positive
An incredible failure. Purchased two and within a few days, both began collapsing under their own weight. Upon start up, each sounded like it was coming apart. Also much smaller than expected. Returned for a full refund.|Negative
Synthetic pads are not the same! These pads will cool better and last longer. I tried the other type and threw them away - ordered these to replace them.|Positive
My office space is like an oven even in early spring. When I saw this product I was intrigued. After setting it up in my work space a co-worker came by and told me it was at least 10-15 degrees cooler.Sweet Relief! It is easy to fill, easy to operate and seems to have fit my needs perfectly. It is designed for smaller spaces not to cool an entire house. I love this cooler!|Positive
Unit look cheap with too much plastic. Never worked. Called costumer service without any answer. Maybe they are on vacation. Returned for a full refund (thanks HD).|Negative
As i said in a previous review, I was very disappointed. So today, I removed the mesh screen that's mounted along the cooling absorbent pad then I cut the pad in half with a long serrated kitchen knife as to have two pads. I rotated the pad as i cut through to keep an even cut. Now, leaving the screen out and using half of the pad, the Artic Cove is now 90% efficient than the OEM.(Original Equipment Manufacturer)AND.. I have a spare pad.|Negative
Cost is high, but needed it - so had no choose but the purchase|Negative
Great window cooler. This is my second unit and planning on buying a third. I use them to cool off my animals and even on low they keep them cool even in 105 degree weather. The first one that I purchased I use to cool my rabbitry. Keeps them very cool even on low. That one is going on 5 years and still going strong. The second one I purchased is going on 12 months also without any problems and I use it for my dog nursery. Its very economical compared to using an air conditioner so even though this unit is more expensive it pays for itself over time in electricity savings. Highly recommend|Positive
Best cooler I ever bought. No problems at all. My home is 1132 sqft. when it's 90+ outside it's about 68-70 inside. It gets kinda chilly. The fan low setting was like my A/C high setting. Pretty Awesome! It even cools the garage to 70 and it faces the west and get afternoon sun and gets up to 110 inside.|Positive
First of all...let’s be real...this will not cool your whole room, so if you thought a $40 air cooler was gong to do that, then move along! However, our central air is on its last legs and about 5 nights out of every week, it is frozen up and not working again. Well, we cannot afford to replace our AC right now and we live in Florida so the temperature in our upstairs was about 85 degrees and it was impossible to sleep. I bought two of the Arctic Air units and placed them on our bedside tables on each side of the bed. These little gems keep me so cool while sleeping that I actually have to pull the blanket up. I am actually here to buy two more because my son and daughter in law are staying with us this summer! TIP: fill tank with water and then wait about 30 minutes and fill again...the filter absorbs water and filling the tank a 2nd time will make it last all night. ALSO, don’t underestimate the position of the vents...they move only slightly, but if you adjust it to blow directly on you once you are situated, you will not be disappointed! BONUS: if you live in a hurricane area like we do, it’s great that the unit will run off of a battery source (like a larger battery you would use to charge your cell phone if you didn’t have electricity)|Positive
I liked this evaporation cooler but it was very cheaply made and only lasted 2 summers. Using only part time while working in my garage. HD does not carry this product any longer and I can see why.|Negative
The cooler works well but only cools down about 400 sq ft. in a 1000 sq ft garage. Openings by garage doors and a screen door on other side of the garage for ventilation as recommended. Also beware that it uses 4 gallons a hour so if you do not have access to a hose hook up then you will constantly be filling the unit with buckets of water and that is a lot of time involved. Have had it for 1 month and temperature has been in the 90's with no humidity. It will drop the temperature about 12 degrees but only in a small area not 1600 ft area.|Negative
Unit is massive, extremely loud and basically functioned as a large van. The air was not cool. Additionally, the unit needs to be near a water supply, or connected to a hose; otherwise you need to refill it every few hours that it is running.|Negative
As a former HVAC contractor I installed literal hundreds of swamp coolers. This is by far the simplest design and very functional. Many reviews complained about the fan or pump failing after a year or 2. The good news is that the parts can easily be replaced by many off-the shelf pumps and motors. Some reviews complained about quality so I would guess they have not worked with many swamp coolers as this is really well built. The unit functions well. The fan is vary well designed and has minimal fan noise. Air flow is noisy because 4,500 CFM is a lot of air. We have about 30% humidity which is the maximum I would recommend using a swamp cooler. Even with that humidity it cooled our 1300 sq ft home 25 degrees lower that outside temp. Easy to work on, efficient and looks good too.We live off-grid so the low energy use is great.|Positive
Purchased for my 4 car garage and it works great. Finding the wheels took a bit of time. They are concealed in a compartment at the bottom of the unit. You have to tip the unit on it's side in order to access the 4 screws that hold the door on the compartment. The instructions only indicate that the wheels are concealed in the bottom of the unit which is a little ambigious.as to how to access that compartment. My water pressure is higher than the 30 PSI maximum for the auto fill feature so I had to purchase a 25 PSI restrictor. $7 at Home Depot. Other than that it was plug in and go.|Positive
The pads work well absorbing the water. The shipping box was flimsy and the pad was cracked in the middle. It still installed fine and works ok. The crack may lessen the pad life though...we'll see down the road.|Negative
The swing feature quit after 2 days and the cooling feature quit after 1 week. Even when the cooling feature worked it only cooled the 250 square foot room by about 2 to 3 degrees. Not worth the money. Disappointed.|Negative
Excellent quality.|Positive
This product has really helped keep our apartment cooler.|Positive
I installed this in my window. Very easy to install. Literally just 10 screws (8 inside and 2 outisde) and the water line. I installed it by myself in less than an hour. Does not come with those plastic shroud things that come with window ac units which i would have preferred that it had come with. I ended up using foam weather stripping. I just installed it about a week ago and so far it works great. Better than my central ac. I have a 1650 sqft home and about 70% is vaulted ceiling. The first day I put it in it was 87 degrees in my house. In about an hour it had cooled my house 9 degrees while on high but it was probably around 7 or 8pm. My central ac only cools my house to about 85 degrees when its 100 outside. This thing cools my house to about 80 degrees keeping it on medium and sometimes switching to low. The only two complaints I have about it are the louvers. You can only direct air flow left or right. the left half of the louvers can point straight or to the left. the right half straight or to the right. wish it had up and down adjustment. the best location for me to put it was in this particular window in my living room (next to my couch that i sit to watch tv) where it would face down the hall into the bedrooms. this is the reason my i do not like that it has no up down louver adjustment because when its on and i'm watching tv it gets chilly, specially on medium or high. also kind of loud and have to turn up tv volume. so basically, if i want to watch tv i have to get a blanket or close half the louvers which i hate doing because then i don't get all the air flow to cool my house. I also don't like that you have to flip a switch to use remote or vice versa when you want to use knob on unit. When off, you can feel the breeze coming in from the outside if you have the vents open so keep this in mind for the winter time. I will be taking it out after summer since its so easy to remove and then reinstall again next summer. I believe they also sell covers for outside and inside but are probably pricey. I have also looked into replacing the pads and they cost $120 plus shipping and it said backordered on website which is the only place you can get them so plan ahead. Seems like it will last for a while. Its plastic so no rust. Although mine will only be outside four months out of the year. Looks better than those ugly metal boxes although the maintenance is cheaper on those and you can find parts at your local store. I knew this and still got it. One more thing. Follow instructions and remove outside cover after 10 hours. I did, and there was quite a bit of loose material from pads at the bottom of the water tank. I also did it after another 10 hours after the first cleaning and still had loose materials. I will be checking it again in a couple days.Really easy to clean. Takes about 10 minutes. Overall the only thing that I really don't like about it is the louver thing. Bonaire, what is so hard about making it with up and down adjustment?|Positive
Works well in my 2 car garage to help keep it cool in the summer heat.|Positive
Pros: This cooler feels better than plain air on a hot day, as long as the ice pack is changed out every two hours or so. It is not self-maintaining. The blower is nice and strong, so you can use it without the extra cooling. It has a swing option that distributes the air nicely. Never had a problem with water leaking from it, which was a concern initially. Cons: My unit broke after about a year and the actual period of regular use was 5-7 months. That was disappointing, however, the manufacturer was easy to communicate with via email and so that was appreciated. They recommended a replacement part which I've purchased and hope will repair the unit.|Positive
We use this on outback porch in Vegas. Works great in 114F heat. Fan has great range. We must be close to feel the cool air if it’s over 100F, but under 100F it works like a champ. Cools the whole patio are nicely.I would recommend it. Works best in low humidity.|Positive
Old unit like this one was awesome! Sure this one will be as well!|Positive
Great Price for the money & plenty of length|Positive
We love our Evaporative Cooler. It fits in the window, not on the roof. You can take it out and put it in the garage during the winter because it's so light weight. The best of all we only have to put it on low when we use it.|Positive
It fits my cooler.|Positive
I wouldn't recommend this product. The unit leaks water like crazy, and doesn't do a good job anyhow...|Negative
Been running this unit a couple of weeks now, and it seems to work well and certainly does the job.|Positive
The filters fit correctly and have worked great in our cooler.|Positive
My husband and I have tried everything to cool down our apartment in the summer and nothing's been working until now--this evaporative cooler has changed my life and I'm not kidding. Phoenix heat is no joke, and when it gets unbearably dry even sitting inside becomes unbearable. This evaporative cooler has finally made our home feel comfortable even on the hottest day of the year.|Positive
When I can get this air-conditioner functioning it works fine. HOWEVER, I just had to order and pay for the third thermostat for this model! The first one mysteriously went out, blank, no LCD whatsoever...when we went to turn it up again this season, (mind you the unit was purchased in April 2016), the thermostat is not working once again. I am only a few days out of warranty but I still have to pay for it, it's become principal at this point. I would say if there's another comparable model you may want to skip this one, I should not have to go through three thermostats in one year. Really disappointed with this product. Also disappointed that MasterCool did not pick up the tab on this thermostat, swore there was no known problems.|Negative
Good cheap pump for areas with hard water. Ours has to be replaced on a yearly basis from calcium deposits. Next year going to buy pads and pump at the same time so there will only be one trip to the roof.|Positive
Does ok in my motorhome as long as you have it blowing on you... I would like to see one you could sit outside with a large flexible vent pipe that you could run in your window...|Negative
Was very ineffective. Supposed to cool 100sqft but didn't even cool 4ft from me with the ice packs in the water.|Negative
It seems to me like these pads are just as good as the original name brand pads and for less money. Easy to install. The original set of pads lasted over 5 years. Hopefully these ones will do the same.|Positive
eliminated the squeaking and engine overheating. Thanks!|Positive
I don't know if I just got a bad one but it literally lasted 2 weeks and burned out. Come on people! Lets get our act together and start putting some great American product back on our shelves instead of throw away crap from overseas. We run our cooler about 12 hours a day in the summer time and if this pump cant handle that then i guess it belongs on a fish tank instead. I definately will NOT buy another one of these. Switching to another brand to see what happens. I really hate buying junk and to me this is junk. As a consumer there's nothing more irritating than wasting my hard earned money, fuel, and time having to take back a piece of you know what!!|Negative
very good cooler use it on our back porch|Positive
This cooler come fully assembled. The CFM and price were right. Really loving the cool moist air now, should have replaced the old unit last year after experiencing this new unit.|Positive
The product easily and efficiently secures the canvas cover. Installed: 10/6/2018|Positive
does ok job|Negative
Thicker the the ones in the store|Positive
"I not only recommend this product (cooler pads)... but completely recommend this cooler too!. This cooler works great! So easy to service. Even a 50+ year-old women (myself) can service it! I initially called a cooling and heat professional. After waiting 2-weeks and taking the day off from work, he came out and quoted me $410.00 to replace the pads and clean the fan. He said he would have to special order the pads. I told him that Home Depot sells the coolers, suggested the pads could be found there, and I was happy to order and pick them up and will it be cheaper. He told me... ""No, no difference in price because to replace the pads... it takes a special tool, they're difficult... its the same price."" Nothing could be further from the truth! I called Home Depot. So genius that every Bonaire coolers uses the same cooler pad(s). I ordered via Home Depot app, picked up a few days latter, and looked up ""How to change Bonaire Cooler Pads"" on Youtube. (Home Dept or Bonaire should make and post one). I watched it, and did this myself. It was so easy!!! I unplugged the unit, used needle nose payers to remove the disks, and pushed the clips out (that are placed from the from the exterior) and I heaved the calcified pad in the garbage can. I cleaned vent and fan with vinegar and water, and placed the new pads and clips (added a few of the old clips too). Way easier then making a cake!"|Positive
This fan was engineered by an imbecile. How do you fail at making the water pump through the coolingg portion of the fan? Defeats the purpose doesnt it? Dont buy!!|Negative
I bought this kit along with a Champion 3000 side draft cooler (with rounded corners) from Home Depot last week. Since this is the only round corner leg kit stocked, I assumed compatibility, boy was I wrong! The legs are too wide requiring either modification to the cooler or the legs. While much more complex, I choose to modify the legs because the last thing I want to do is grind away a portion of the cooler's main pan exposing the bare metal to the elements - rust, after all, is what killed my last swamp cooler. I did this with a reciprocating saw, pliers and a helper. What should have taken 5 to 10 minutes ended up taking over an hour. But that's not it. Yes, it gets even better. The manufacturer designed the legs in such a way that if the nut and bolt holding the leg to the foot were to ever come loose, the weight of the cooler would force the leg to bypass the foot and penetrate your roof. PLEASE NOTE that this obvious design flaw can be remedied by NOT following the manufacturer's instructions and installing the feet with the leg on the inside of the foot bracket. This applies to both the right angle kit as well as the rounded corner kit.|Negative
The cooler works fine, but it's not for my needs. I wanted to use it inside, but it is extremely loud. It also needs water everyday, which is a pain if you can't hook it up to a water supply. When the water level gets to half, the pump starts making a loud clicking noise. Probably better for outside|Negative
300 sq foot bed room now cool enough in summer to sleep at night, room is on west side of house and is cooled from the central Air Conditioner but is still too hot to sleep at night, unit lowers temp enough to sleep with out freezing out rest of house.|Positive
Excellent help from Home Depot choosing the correct pump for my evaporative cooler. Easy to install. Working well; I hope for many years.|Positive
Worked as expected! Great tool.|Positive
We received unit just next to last day of our hot spell. Cooled well. Used it again 3 weeks later and still ran good. Osscilator works good. Cooled room down about10 to 12 degrees. Ice helped cool down even more.|Positive
I had this same brand for 3 years before it broke. I purchased a new one and returned it because the red arrow water level indicator wasn't connected and was in the bottom of the tank. We couldn't get to the indicator to attach the red arrow. We returned it and bought a different brand.|Negative
Good material..|Positive
Works good after having to take apart and fix loose parts after calling factory|Negative
had 2 of them the first one right out of the package in the parking lot bearing was locked right up took both back made in china|Negative
"Pump died after 1 or 2 years. No thermostat control either--it's either ""on or off"" instead of ""keep things at 72"" It did work for installing it ""side ways"" which was nice, and seems to be holding up well."|Negative
Love it. works well. easy to add water. automatic timer.|Positive
"The split-level house we're renting in NE WA has no air conditioning, and most of the time, it doesn't need to: there's only about a 6-week period during the year where the outdoor temperatures routinely exceed 85 degrees F. But when the outdoor temperature cracks 90 degrees F, the interior becomes uncomfortable by mid-afternoon, so I started looking around for something to help beat the heat. This is where the Honeywell evaporative coolers come in. I bought two, and positioned one in the living room (next to the sliding glass door leading out to the porch) and the other in the hall, facing into my kids' rooms. They do the trick: while they don't keep the air as cool as an air conditioner does, they keep the upstairs temp within tolerable limits. Overall, I'm happy with the purchase: we weathered the hot weeks this year much more comfortably than we did last year. Pros: the tank capacity is large and lasts for hours and the ""swing"" feature is nice. Although there are 3 speeds, I've yet to use it on the highest speed... haven't really needed to. Even on the ""medium"" speed, the fan is powerful enough to reach across the rooms it's in/aimed at. Cons: the units are somewhat bulky and not particularly attractive. In addition, they add to the background noise. For the record, these aren't issues for me: I'm not a ""home beautiful"" type, and I used to work in a bio lab with a similar noise level from the fume/laminar-flow hoods. Some people might care about these things, however, so I figured I should mention them. Also too: the ice feature is pretty useless - it requires replenishing every 15 minutes or so, and I have better things to do than babysit the coolers. But this is a minor issue, IMHO - as noted above, I'm satisfied with the coolers... they do what I need them to do."|Positive
Perfect fit for you swap cooler recommend if needing a solid swap cooler cover|Positive
The cooler was great, the problem nobody knew where the cooler was. It took over a hour to pick it up.|Positive
Good to use straight out of the box. Acts as both a cooler and humidifier. Yay me.|Positive
After purchasing all the connector hoses and adapters for this pump, I went to plug it into the outlet and low and behold there was a completely foreign looking plug. I never thought to look at that before getting everything else done and I have never seen a plug like that. I returned the pump and made mention of the defect and I don't believe it was put back into your inventory.|Negative
Long time user of MasterCool products and have always had good luck with their performance and durability. The unit I bought was a little higher in price than some local dealers; but, the local dealers didn't have the model I needed in stock for immediate delivery as the Home Depot did have available. I'm looking forward to a hot summer ahead and staying cool with my new unit.|Positive
Using this for the green house and is working as anticipated|Positive
_the speed _evaporation _one month _It meets my expectayion|Positive
Works great. A perfect solution for a small space.|Positive
Installed easil- have not used yet as it is still winter but should be good to go|Positive
This cooler is working good. But It doesn't lower the temperature of the room. It isn't efficient at cooling and you can only feel the air if sitting right beside it. Good for one person.|Negative
Works very well and I'd buy it again. Made the house cold that same night.|Positive
