source_region,destination_region,passengers,bookings,rpk,month
Europe : Western Europe,Latin America : Upper South America,190013,134412,1733498086.0,2018-11-01
Latin America : Lower South America,North America,376961,216798,3117297918.0,2018-05-01
North America,Africa : Central/Western Africa,72673,59049,828801532.0,2018-08-01
Asia : South East Asia,Asia : South Asia,587952,207029,1926063247.0,2018-03-01
Asia : Central Asia,Latin America : Central America,94,35,1306883.0,2018-07-01
Europe : Western Europe,Asia : North East Asia,963341,363329,9009140254.0,2018-12-01
Europe : Western Europe,Asia : North East Asia,903163,387396,8465370219.0,2018-01-01
Middle East,Africa : North Africa,852849,416234,1710602907.0,2018-05-01
Africa : Central/Western Africa,Asia : South East Asia,9538,6089,114939187.0,2018-07-01
Asia : Central Asia,Africa : Eastern Africa,227,109,1584590.0,2018-11-01
Asia : South East Asia,Latin America : Caribbean,2280,1496,40543640.0,2018-06-01
Africa : Central/Western Africa,Asia : Central Asia,95,96,807697.0,2018-12-01
Europe : Western Europe,Latin America : Central America,205296,112422,1908957283.0,2018-03-01
North America,Europe : Western Europe,3253403,1749607,23501640281.0,2018-08-01
Southwest Pacific,Africa : Central/Western Africa,2543,1679,45340285.0,2018-11-01
Asia : Central Asia,Africa : North Africa,618,215,3190697.0,2018-05-01
Middle East,Africa : Central/Western Africa,71487,48778,428767831.0,2018-06-01
Middle East,Africa : Central/Western Africa,57972,35483,353759146.0,2018-10-01
Africa : North Africa,Europe : Western Europe,1242339,387466,2415309164.0,2018-06-01
Latin America : Lower South America,Latin America : Caribbean,66773,46354,438181201.0,2018-02-01
Africa : North Africa,Europe : Western Europe,1416462,531330,2851847053.0,2018-10-01
Southwest Pacific,Asia : South East Asia,503548,178532,2941239497.0,2018-01-01
Africa : Central/Western Africa,Asia : Central Asia,65,95,553083.0,2018-01-01
Asia : North East Asia,Europe : Eastern/Central Europe,820662,231385,3278030431.0,2018-12-01
Asia : North East Asia,Southwest Pacific,607227,186330,4149615576.0,2018-08-01
Africa : North Africa,Africa : North Africa,652224,358612,521421918.0,2018-11-01
Africa : Eastern Africa,Europe : Western Europe,226615,133351,1817712988.0,2018-02-01
Asia : South East Asia,Southwest Pacific,521436,155854,3060232636.0,2018-12-01
Asia : North East Asia,Latin America : Caribbean,4498,1921,66713047.0,2018-08-01
Southwest Pacific,Southwest Pacific,6429185,1752647,8254303455.0,2018-04-01
Europe : Eastern/Central Europe,Africa : North Africa,81916,16636,246635732.0,2018-04-01
Southwest Pacific,Latin America : Lower South America,18886,13107,236348387.0,2018-03-01
Europe : Eastern/Central Europe,Middle East,467290,145421,1240011267.0,2018-04-01
Asia : North East Asia,Europe : Eastern/Central Europe,677368,182874,2741187869.0,2018-01-01
Latin America : Upper South America,Latin America : Upper South America,3618062,1574617,2222851596.0,2018-07-01
Latin America : Lower South America,Asia : South Asia,4673,3893,74719037.0,2018-11-01
Southwest Pacific,Latin America : Upper South America,3073,2174,46876615.0,2018-05-01
Latin America : Caribbean,Asia : South East Asia,2397,1261,42603100.0,2018-08-01
Latin America : Upper South America,Europe : Western Europe,180767,108171,1666037285.0,2018-04-01
Asia : North East Asia,Asia : North East Asia,61808102,2590473,74560069989.0,2018-08-01
Europe : Western Europe,Asia : South Asia,570859,449039,4211800414.0,2018-02-01
North America,Asia : Central Asia,9717,7358,112154138.0,2018-05-01
Asia : South Asia,North America,400025,353139,5622578108.0,2018-01-01
Latin America : Upper South America,North America,348729,196646,1473207186.0,2018-11-01
Africa : North Africa,Africa : Central/Western Africa,45258,34360,159013052.0,2018-12-01
Latin America : Lower South America,Africa : Central/Western Africa,3262,1911,28219466.0,2018-06-01
Africa : Central/Western Africa,Europe : Western Europe,322335,181904,1602583373.0,2018-03-01
Africa : Southern Africa,Europe : Western Europe,209867,141533,1977648308.0,2018-09-01
Asia : Central Asia,Asia : Central Asia,492422,271647,484162595.0,2018-06-01
Europe : Eastern/Central Europe,Europe : Western Europe,5922064,1407132,9573973232.0,2018-06-01
Africa : North Africa,Middle East,580852,244469,1211015323.0,2018-02-01
Europe : Western Europe,Africa : North Africa,1402486,529138,2821545068.0,2018-10-01
Europe : Eastern/Central Europe,Latin America : Caribbean,32989,6322,310568831.0,2018-12-01
Africa : Central/Western Africa,Latin America : Upper South America,480,512,7125906.0,2018-06-01
Africa : Central/Western Africa,Asia : Central Asia,83,75,699447.0,2018-04-01
Latin America : Upper South America,Middle East,4338,3308,56147093.0,2018-03-01
Africa : North Africa,Latin America : Lower South America,2791,1772,30548103.0,2018-06-01
Asia : South Asia,Europe : Western Europe,654456,508450,4860998059.0,2018-08-01
Latin America : Lower South America,Asia : South East Asia,4803,3990,93917962.0,2018-06-01
Latin America : Caribbean,Latin America : Caribbean,530823,85392,238208740.0,2018-09-01
Latin America : Upper South America,Latin America : Caribbean,78252,33270,159417283.0,2018-03-01
Latin America : Central America,Latin America : Caribbean,78243,30526,158370897.0,2018-10-01
Asia : Central Asia,Latin America : Upper South America,79,38,1113508.0,2018-05-01
Asia : North East Asia,Latin America : Upper South America,12793,6650,218702344.0,2018-11-01
Africa : Eastern Africa,Africa : Central/Western Africa,42130,17285,136843968.0,2018-01-01
Asia : South East Asia,Asia : Central Asia,9355,2909,54206805.0,2018-10-01
Africa : Eastern Africa,Africa : Southern Africa,77429,35442,236908744.0,2018-06-01
Latin America : Upper South America,Africa : Central/Western Africa,307,325,4392719.0,2018-05-01
Asia : South East Asia,Latin America : Central America,3892,2507,67095843.0,2018-06-01
Latin America : Caribbean,Latin America : Lower South America,68243,46123,440631774.0,2018-08-01
Asia : South Asia,Asia : South East Asia,587468,221784,1926320838.0,2018-10-01
Middle East,Africa : Southern Africa,46759,34499,316302988.0,2018-01-01
Latin America : Lower South America,Asia : South Asia,3837,3200,60370866.0,2018-08-01
Europe : Eastern/Central Europe,Middle East,437881,143434,1186644634.0,2018-01-01
Asia : Central Asia,Europe : Eastern/Central Europe,231387,76295,701636897.0,2018-04-01
Europe : Western Europe,Latin America : Central America,209733,118107,1950863784.0,2018-11-01
Latin America : Caribbean,Africa : Central/Western Africa,555,512,6926150.0,2018-08-01
Africa : Central/Western Africa,Africa : Southern Africa,34283,22253,177664486.0,2018-05-01
Africa : Central/Western Africa,Asia : South East Asia,9539,4841,115622850.0,2018-04-01
Asia : North East Asia,Latin America : Caribbean,5343,1908,79235047.0,2018-04-01
Latin America : Upper South America,Africa : Southern Africa,709,638,9768555.0,2018-11-01
Africa : Eastern Africa,Latin America : Lower South America,1365,1099,16922719.0,2018-09-01
Europe : Eastern/Central Europe,Africa : Eastern Africa,13944,8507,103958121.0,2018-02-01
Africa : Southern Africa,Africa : Southern Africa,1415984,463935,1346875474.0,2018-04-01
Africa : Southern Africa,Africa : North Africa,7050,4311,55482395.0,2018-09-01
Asia : South Asia,Africa : North Africa,20777,8555,119328603.0,2018-08-01
Latin America : Lower South America,Middle East,15695,13006,205811870.0,2018-05-01
Middle East,North America,279399,182455,3086472714.0,2018-05-01
Latin America : Lower South America,Southwest Pacific,19722,13212,250689116.0,2018-03-01
Europe : Eastern/Central Europe,Latin America : Caribbean,20436,11166,192625288.0,2018-01-01
Latin America : Central America,Asia : Central Asia,24,22,346363.0,2018-04-01
Africa : North Africa,Europe : Eastern/Central Europe,86884,18375,271280012.0,2018-05-01
Asia : South East Asia,Latin America : Upper South America,1635,1088,32260883.0,2018-12-01
Middle East,Southwest Pacific,48852,22644,629457445.0,2018-05-01
Africa : North Africa,Latin America : Upper South America,791,565,9136286.0,2018-11-01
Latin America : Lower South America,Asia : Central Asia,99,68,1486392.0,2018-07-01
Latin America : Upper South America,Europe : Eastern/Central Europe,3108,1955,34692552.0,2018-02-01
Africa : Central/Western Africa,North America,78400,70978,899206742.0,2018-08-01
North America,Asia : Central Asia,5897,3849,67772455.0,2018-11-01
Middle East,Latin America : Caribbean,2829,1377,34763166.0,2018-12-01
Latin America : Upper South America,Asia : South Asia,1028,913,16947828.0,2018-12-01
Asia : South Asia,Africa : Southern Africa,25333,15151,214685245.0,2018-06-01
Middle East,Asia : North East Asia,203129,61584,1384198577.0,2018-04-01
Southwest Pacific,Asia : South East Asia,519063,189451,3082156605.0,2018-07-01
Latin America : Caribbean,Asia : North East Asia,5298,1926,78970635.0,2018-07-01
Latin America : Caribbean,Africa : North Africa,411,239,3835898.0,2018-07-01
Asia : South East Asia,Latin America : Upper South America,1747,1280,34567330.0,2018-06-01
Africa : Southern Africa,Africa : North Africa,6843,4220,53331052.0,2018-07-01
Middle East,Southwest Pacific,48039,18719,616933965.0,2018-04-01
Asia : North East Asia,Europe : Western Europe,1249045,455355,11642785396.0,2018-10-01
Asia : Central Asia,North America,11035,6747,126779050.0,2018-06-01
Africa : Central/Western Africa,Europe : Eastern/Central Europe,10734,7275,70132945.0,2018-09-01
Africa : Central/Western Africa,Latin America : Upper South America,399,415,5831340.0,2018-07-01
Southwest Pacific,Africa : North Africa,4268,3024,65887101.0,2018-09-01
Europe : Eastern/Central Europe,Asia : South East Asia,95703,42094,856765749.0,2018-06-01
Asia : Central Asia,Africa : North Africa,723,202,3718528.0,2018-01-01
Latin America : Lower South America,Latin America : Caribbean,70214,46959,460157926.0,2018-04-01
North America,Asia : North East Asia,1197737,549273,12367790305.0,2018-03-01
Asia : South Asia,Asia : Central Asia,13657,3895,29633445.0,2018-03-01
Southwest Pacific,Latin America : Central America,3136,1829,49068036.0,2018-10-01
Latin America : Upper South America,Middle East,4803,3702,61952680.0,2018-09-01
Asia : South Asia,Latin America : Caribbean,2357,1562,36072828.0,2018-02-01
Europe : Western Europe,Africa : Southern Africa,238012,138557,2247231163.0,2018-12-01
Europe : Eastern/Central Europe,Asia : Central Asia,282685,111286,846563754.0,2018-11-01
Middle East,Latin America : Central America,6224,4689,80162845.0,2018-07-01
Africa : Southern Africa,Asia : South Asia,24858,17534,209079561.0,2018-10-01
Africa : Central/Western Africa,Latin America : Lower South America,5061,2568,42085063.0,2018-11-01
Latin America : Central America,Southwest Pacific,3960,2023,60585217.0,2018-02-01
Europe : Eastern/Central Europe,Southwest Pacific,31107,26399,495055426.0,2018-07-01
Latin America : Central America,Latin America : Central America,3906660,623823,4405843690.0,2018-12-01
Africa : Eastern Africa,Asia : North East Asia,42541,19633,402979829.0,2018-08-01
Asia : North East Asia,Africa : Central/Western Africa,38234,17677,470376320.0,2018-10-01
Latin America : Central America,Latin America : Central America,3584307,649098,3972204188.0,2018-01-01
Asia : South East Asia,Europe : Eastern/Central Europe,164357,91410,1458028157.0,2018-03-01
Latin America : Caribbean,Europe : Western Europe,434885,228366,3290348867.0,2018-03-01
Latin America : Lower South America,Latin America : Lower South America,10170565,1602133,12581917689.0,2018-07-01
Latin America : Central America,Latin America : Lower South America,110607,74461,768019407.0,2018-04-01
Latin America : Caribbean,Latin America : Lower South America,67164,44574,434213178.0,2018-11-01
Latin America : Lower South America,Latin America : Caribbean,69326,44216,451540040.0,2018-11-01
Asia : South East Asia,Latin America : Lower South America,7309,6293,139864254.0,2018-05-01
Asia : South East Asia,Asia : North East Asia,4449996,856566,13915342895.0,2018-03-01
Latin America : Caribbean,Europe : Western Europe,384624,166884,2875741533.0,2018-07-01
North America,Latin America : Upper South America,378573,244062,1684942087.0,2018-06-01
Asia : South Asia,Asia : South Asia,9693517,2755136,9378817738.0,2018-06-01
Latin America : Lower South America,Southwest Pacific,13451,7140,167433971.0,2018-06-01
Middle East,Latin America : Upper South America,4778,3275,62834050.0,2018-07-01
Europe : Western Europe,Latin America : Upper South America,176694,95449,1618867491.0,2018-04-01
Latin America : Lower South America,Asia : South Asia,2922,3010,46613798.0,2018-05-01
Asia : South East Asia,North America,408067,262947,5618221688.0,2018-05-01
Latin America : Lower South America,Europe : Eastern/Central Europe,10697,7352,127445293.0,2018-01-01
Latin America : Caribbean,Europe : Eastern/Central Europe,24045,8378,227162768.0,2018-03-01
Latin America : Caribbean,Asia : South Asia,1902,1144,29073647.0,2018-10-01
Africa : Southern Africa,Africa : North Africa,6595,4279,51628424.0,2018-03-01
Africa : North Africa,Latin America : Upper South America,698,555,8539015.0,2018-10-01
Asia : Central Asia,Asia : North East Asia,94932,33155,312125282.0,2018-09-01
Latin America : Central America,Africa : Central/Western Africa,327,268,4599615.0,2018-10-01
Latin America : Caribbean,Africa : Southern Africa,911,450,14974534.0,2018-09-01
Asia : South Asia,Latin America : Upper South America,1211,1195,19881420.0,2018-01-01
Middle East,Africa : Central/Western Africa,56770,31859,343941287.0,2018-02-01
Asia : Central Asia,North America,8272,4153,95006592.0,2018-04-01
Africa : Eastern Africa,Europe : Western Europe,265526,175536,2136993662.0,2018-09-01
Europe : Western Europe,Asia : Central Asia,121027,48609,509975855.0,2018-05-01
Asia : South Asia,Middle East,1824604,872546,5576088869.0,2018-10-01
Asia : Central Asia,Asia : South East Asia,12463,5210,64233198.0,2018-02-01
Europe : Western Europe,Asia : South Asia,592174,442279,4348068402.0,2018-11-01
Asia : South Asia,Africa : North Africa,21290,10787,117887294.0,2018-03-01
Asia : South East Asia,Africa : North Africa,27724,13108,256149748.0,2018-11-01
Africa : Southern Africa,Latin America : Lower South America,12244,7363,104391991.0,2018-02-01
Middle East,Southwest Pacific,46300,20529,590243692.0,2018-03-01
Africa : North Africa,Asia : Central Asia,751,384,3832954.0,2018-11-01
Asia : Central Asia,Africa : Southern Africa,334,163,3539024.0,2018-11-01
Latin America : Central America,Europe : Western Europe,264051,131060,2428980563.0,2018-08-01
Asia : South East Asia,Asia : Central Asia,7458,2712,41896639.0,2018-06-01
Africa : North Africa,North America,57733,40089,523129945.0,2018-11-01
Asia : South East Asia,Asia : South East Asia,22268417,1118135,19148039544.0,2018-10-01
Africa : North Africa,Middle East,559523,300256,1185924991.0,2018-10-01
North America,North America,56828661,18695766,103000000000.0,2018-06-01
Latin America : Caribbean,Asia : Central Asia,75,48,943674.0,2018-02-01
Latin America : Caribbean,Latin America : Caribbean,564333,103327,255911538.0,2018-05-01
Africa : Central/Western Africa,Africa : Central/Western Africa,748807,169852,557365895.0,2018-01-01
Asia : South Asia,Latin America : Central America,3263,2250,54017920.0,2018-10-01
Africa : Central/Western Africa,Africa : Central/Western Africa,808564,209499,636996033.0,2018-12-01
Asia : South Asia,Europe : Eastern/Central Europe,72547,49250,429181377.0,2018-09-01
Asia : South Asia,Asia : South East Asia,527045,197812,1706499433.0,2018-02-01
Africa : Eastern Africa,Africa : North Africa,18149,9235,59574031.0,2018-09-01
Asia : Central Asia,Latin America : Central America,246,29,3314660.0,2018-06-01
Africa : North Africa,Latin America : Central America,642,483,7515144.0,2018-01-01
Southwest Pacific,North America,236122,118057,2961180229.0,2018-10-01
Africa : North Africa,Latin America : Caribbean,506,253,5003673.0,2018-10-01
Latin America : Central America,Middle East,5331,3668,68992870.0,2018-02-01
Asia : Central Asia,Latin America : Upper South America,78,41,1098375.0,2018-12-01
Latin America : Upper South America,Middle East,5118,4028,64538634.0,2018-05-01
Asia : South East Asia,Asia : South East Asia,22199845,1247900,19132340006.0,2018-08-01
Latin America : Upper South America,Africa : Central/Western Africa,282,346,4054634.0,2018-09-01
Latin America : Caribbean,North America,1556991,640575,4094659897.0,2018-06-01
Latin America : Upper South America,Latin America : Caribbean,86760,37271,170668826.0,2018-11-01
Africa : Eastern Africa,Africa : Central/Western Africa,39268,16550,137134506.0,2018-04-01
Latin America : Caribbean,Europe : Western Europe,325180,119555,2448331516.0,2018-10-01
Southwest Pacific,Africa : Central/Western Africa,1530,1103,26709450.0,2018-08-01
Africa : North Africa,Latin America : Central America,1023,647,11972150.0,2018-12-01
Africa : Southern Africa,Asia : Central Asia,276,182,2808804.0,2018-06-01
Africa : North Africa,Europe : Western Europe,1554167,508170,2994961710.0,2018-07-01
Africa : Central/Western Africa,Asia : North East Asia,33078,17211,405689656.0,2018-01-01
Europe : Western Europe,Asia : South Asia,592394,447173,4368087152.0,2018-01-01
Africa : Southern Africa,Asia : North East Asia,36639,19495,453922646.0,2018-08-01
Middle East,Latin America : Caribbean,2391,1253,28302649.0,2018-08-01
Latin America : Caribbean,Latin America : Central America,84804,32845,166853816.0,2018-05-01
Asia : South East Asia,Asia : North East Asia,4301821,792815,13275738704.0,2018-11-01
Europe : Eastern/Central Europe,Latin America : Lower South America,25209,18607,314520023.0,2018-06-01
Europe : Western Europe,Asia : North East Asia,1228597,486759,11306132647.0,2018-06-01
Latin America : Upper South America,Africa : North Africa,494,317,5446223.0,2018-06-01
Latin America : Central America,Europe : Eastern/Central Europe,8603,5368,91885782.0,2018-11-01
Latin America : Central America,Africa : Eastern Africa,211,135,3423470.0,2018-01-01
Europe : Eastern/Central Europe,Africa : North Africa,64004,13953,189870983.0,2018-01-01
Africa : Central/Western Africa,Latin America : Lower South America,3923,2187,36161287.0,2018-09-01
Asia : South Asia,Asia : North East Asia,243962,102664,1238426578.0,2018-06-01
Asia : Central Asia,Middle East,38890,7075,109966794.0,2018-01-01
Europe : Western Europe,Africa : Southern Africa,199554,102647,1851311167.0,2018-04-01
Latin America : Central America,Latin America : Lower South America,114635,89995,801344609.0,2018-03-01
Latin America : Central America,Asia : North East Asia,29971,11079,383190108.0,2018-08-01
Asia : North East Asia,Latin America : Central America,27040,10633,348571655.0,2018-06-01
Asia : North East Asia,Latin America : Upper South America,13390,6880,228852085.0,2018-09-01
Latin America : Lower South America,Asia : South East Asia,6465,5537,124200594.0,2018-05-01
Europe : Western Europe,Europe : Eastern/Central Europe,5891712,1432121,9503450555.0,2018-06-01
Latin America : Caribbean,Europe : Eastern/Central Europe,12203,3482,115784328.0,2018-08-01
Asia : North East Asia,Middle East,155333,46303,1069089360.0,2018-06-01
Africa : Southern Africa,Europe : Western Europe,193733,113561,1783653370.0,2018-05-01
Asia : North East Asia,Asia : Central Asia,97825,30273,309586313.0,2018-10-01
North America,Africa : North Africa,55508,31857,485232361.0,2018-01-01
Europe : Western Europe,Asia : Central Asia,109387,42231,451363772.0,2018-11-01
North America,Africa : North Africa,92216,63540,762568803.0,2018-08-01
Asia : Central Asia,Europe : Eastern/Central Europe,236435,83488,718578829.0,2018-03-01
North America,Asia : South East Asia,342284,219479,4759669069.0,2018-10-01
Asia : South Asia,Europe : Eastern/Central Europe,72749,37905,434438413.0,2018-10-01
Asia : South East Asia,Latin America : Lower South America,10538,9929,204380036.0,2018-03-01
Asia : South Asia,Asia : Central Asia,11797,3419,26659831.0,2018-05-01
Latin America : Lower South America,Asia : North East Asia,29497,18859,566237202.0,2018-02-01
North America,Africa : North Africa,60485,41314,534553282.0,2018-03-01
Latin America : Lower South America,Africa : Southern Africa,13926,8320,114006859.0,2018-09-01
Europe : Eastern/Central Europe,Africa : Eastern Africa,10205,5190,73394422.0,2018-06-01
Africa : North Africa,Africa : Central/Western Africa,41182,31233,143607917.0,2018-06-01
Asia : South Asia,North America,367442,295223,5144067840.0,2018-05-01
Asia : North East Asia,Southwest Pacific,628520,199135,4402320989.0,2018-03-01
Latin America : Lower South America,Asia : Central Asia,95,78,1439729.0,2018-06-01
Latin America : Upper South America,Asia : South Asia,969,933,16122463.0,2018-11-01
Asia : Central Asia,Asia : Central Asia,521072,292767,504639648.0,2018-07-01
Latin America : Upper South America,Africa : Southern Africa,646,551,8332656.0,2018-09-01
Latin America : Upper South America,Latin America : Central America,145189,81265,378633622.0,2018-04-01
Europe : Eastern/Central Europe,Africa : Eastern Africa,15978,9554,120265688.0,2018-01-01
Middle East,Latin America : Upper South America,5639,4056,73322556.0,2018-11-01
Asia : Central Asia,Asia : North East Asia,73229,25546,225844016.0,2018-02-01
Latin America : Upper South America,Latin America : Lower South America,197940,113011,749639717.0,2018-05-01
Africa : North Africa,Africa : Central/Western Africa,38853,25812,137736042.0,2018-02-01
Europe : Eastern/Central Europe,Middle East,472064,180963,1192718824.0,2018-09-01
Asia : South East Asia,Asia : South Asia,594747,229655,1937912639.0,2018-11-01
Latin America : Central America,Europe : Western Europe,258002,121890,2353754468.0,2018-07-01
Africa : North Africa,Africa : Central/Western Africa,49777,38200,171552829.0,2018-09-01
Asia : South Asia,Asia : South Asia,9659935,2535228,9292334989.0,2018-04-01
North America,Europe : Western Europe,1589360,724508,11550489645.0,2018-02-01
Africa : Eastern Africa,Latin America : Caribbean,454,294,7026720.0,2018-10-01
Asia : South East Asia,Middle East,478012,296106,3356079203.0,2018-08-01
Africa : Central/Western Africa,Middle East,53449,39428,330725431.0,2018-09-01
Latin America : Lower South America,Latin America : Central America,113665,76826,799510484.0,2018-04-01
Latin America : Central America,North America,1720541,788855,4690404406.0,2018-06-01
Africa : Eastern Africa,Southwest Pacific,6562,3571,80093731.0,2018-04-01
Africa : Southern Africa,Europe : Western Europe,229203,150160,2165185350.0,2018-11-01
North America,Africa : Eastern Africa,43032,28882,598635318.0,2018-09-01
Africa : Eastern Africa,Europe : Eastern/Central Europe,12388,7562,94100225.0,2018-11-01
North America,Africa : Southern Africa,31626,19818,502066850.0,2018-02-01
Southwest Pacific,Asia : South East Asia,458444,156022,2709392273.0,2018-05-01
Asia : South East Asia,Asia : Central Asia,15820,9190,81764663.0,2018-01-01
Southwest Pacific,North America,246607,148493,3085549257.0,2018-06-01
Middle East,Southwest Pacific,49041,34146,631294156.0,2018-07-01
Asia : South East Asia,Asia : Central Asia,12077,3849,64013743.0,2018-12-01
Europe : Eastern/Central Europe,Southwest Pacific,30876,24392,491164197.0,2018-09-01
Africa : Central/Western Africa,Southwest Pacific,1829,901,32465158.0,2018-06-01
Latin America : Lower South America,Africa : Southern Africa,14618,10438,125036257.0,2018-01-01
Asia : South East Asia,Africa : Eastern Africa,13351,7762,105855003.0,2018-11-01
Europe : Eastern/Central Europe,Latin America : Caribbean,21017,7348,198288939.0,2018-03-01
Africa : Central/Western Africa,Asia : South East Asia,11290,6026,136272890.0,2018-11-01
Africa : Eastern Africa,Africa : Central/Western Africa,43225,22729,144057874.0,2018-11-01
Europe : Western Europe,Asia : South Asia,636503,469503,4683556752.0,2018-03-01
Europe : Eastern/Central Europe,Latin America : Lower South America,16768,10732,198402570.0,2018-10-01
Asia : Central Asia,Latin America : Central America,113,51,1577175.0,2018-10-01
Latin America : Central America,Latin America : Lower South America,101587,68388,703440261.0,2018-12-01
Middle East,Latin America : Lower South America,22070,17246,292310950.0,2018-02-01
Europe : Eastern/Central Europe,Latin America : Central America,8516,4893,92852520.0,2018-08-01
Africa : North Africa,Europe : Eastern/Central Europe,59263,13427,172435436.0,2018-02-01
Latin America : Caribbean,Africa : Southern Africa,1322,918,22135312.0,2018-01-01
Africa : Eastern Africa,Southwest Pacific,6033,4327,78251150.0,2018-11-01
Latin America : Upper South America,Africa : Southern Africa,429,423,5904126.0,2018-01-01
Europe : Eastern/Central Europe,Latin America : Upper South America,4985,3250,56049151.0,2018-09-01
Africa : Eastern Africa,Africa : Eastern Africa,914924,267441,492174739.0,2018-08-01
Africa : Eastern Africa,Africa : Eastern Africa,880059,241501,468583677.0,2018-11-01
Asia : South East Asia,Southwest Pacific,487192,169651,2871465137.0,2018-11-01
Europe : Western Europe,Africa : Central/Western Africa,359418,210204,1843896395.0,2018-08-01
Asia : North East Asia,Asia : Central Asia,90747,25037,270827622.0,2018-03-01
Southwest Pacific,Europe : Western Europe,268645,197271,4467771096.0,2018-01-01
Latin America : Lower South America,Africa : Southern Africa,16652,8668,137870950.0,2018-11-01
Latin America : Upper South America,Europe : Western Europe,189085,135329,1749011634.0,2018-05-01
Africa : Central/Western Africa,Africa : North Africa,51401,35340,180148736.0,2018-11-01
Southwest Pacific,Asia : South Asia,99442,58133,1014509618.0,2018-04-01
Latin America : Central America,Middle East,5798,4077,74556228.0,2018-08-01
Asia : Central Asia,Latin America : Upper South America,41,19,580850.0,2018-01-01
North America,Africa : Central/Western Africa,60298,44772,684886064.0,2018-05-01
Asia : Central Asia,Asia : South East Asia,8726,3052,49316452.0,2018-06-01
Middle East,Asia : North East Asia,168702,62452,1156416601.0,2018-07-01
Asia : South East Asia,Europe : Eastern/Central Europe,94909,44378,854295491.0,2018-07-01
Africa : North Africa,Africa : North Africa,630662,298537,511594052.0,2018-05-01
Latin America : Caribbean,Africa : Eastern Africa,709,305,11518318.0,2018-03-01
North America,Africa : North Africa,62670,40791,564380535.0,2018-05-01
Africa : North Africa,Asia : Central Asia,761,334,3963456.0,2018-03-01
Africa : Central/Western Africa,Asia : North East Asia,31777,16248,394051888.0,2018-12-01
Latin America : Upper South America,Latin America : Lower South America,191068,108583,730147860.0,2018-06-01
Latin America : Lower South America,Europe : Western Europe,378811,228883,3840406050.0,2018-04-01
Latin America : Caribbean,Southwest Pacific,729,468,13054091.0,2018-07-01
Asia : North East Asia,North America,1208061,437767,12509912744.0,2018-10-01
Latin America : Lower South America,Latin America : Central America,99353,72904,697234008.0,2018-12-01
Europe : Eastern/Central Europe,Africa : Southern Africa,11606,7219,114309447.0,2018-10-01
Europe : Western Europe,Latin America : Lower South America,336160,229889,3415598409.0,2018-02-01
Africa : Central/Western Africa,Latin America : Lower South America,4400,2934,36969362.0,2018-07-01
Asia : South East Asia,Africa : Southern Africa,13838,8568,162644722.0,2018-02-01
Europe : Eastern/Central Europe,Africa : Eastern Africa,11257,5193,81744461.0,2018-04-01
Latin America : Upper South America,Latin America : Central America,161439,91571,390645845.0,2018-01-01
Africa : Central/Western Africa,Africa : Southern Africa,36553,23554,185597587.0,2018-08-01
Latin America : Caribbean,Asia : North East Asia,4962,1919,73479320.0,2018-08-01
Middle East,North America,270309,158772,3036504836.0,2018-12-01
Asia : South Asia,Latin America : Lower South America,4685,4209,75404250.0,2018-01-01
Africa : Eastern Africa,Africa : North Africa,19996,8999,66628127.0,2018-12-01
Middle East,Europe : Eastern/Central Europe,460439,159267,1222778316.0,2018-03-01
Africa : Central/Western Africa,Asia : South Asia,17655,12893,149701412.0,2018-10-01
Latin America : Upper South America,Latin America : Central America,167239,99823,437222512.0,2018-12-01
Middle East,North America,278934,201553,3126711821.0,2018-01-01
Asia : Central Asia,Latin America : Caribbean,158,41,2026768.0,2018-05-01
Middle East,Asia : North East Asia,208845,76857,1430031073.0,2018-03-01
Asia : South Asia,Asia : South Asia,9671984,2772950,9236905479.0,2018-01-01
Middle East,Asia : South East Asia,431889,171614,3103987087.0,2018-02-01
Asia : South Asia,Asia : South Asia,10746008,3071710,10523984959.0,2018-12-01
Latin America : Lower South America,Africa : Southern Africa,12375,5187,99866059.0,2018-04-01
Latin America : Central America,Asia : South Asia,2886,1668,47697967.0,2018-04-01
North America,Latin America : Lower South America,387456,252170,3204184077.0,2018-02-01
Africa : Eastern Africa,Southwest Pacific,6990,5359,85186219.0,2018-12-01
Latin America : Lower South America,Latin America : Central America,121223,97654,858482365.0,2018-01-01
Asia : South Asia,North America,374254,321276,5225472889.0,2018-03-01
Africa : North Africa,Latin America : Lower South America,3165,2254,36117037.0,2018-07-01
Latin America : Upper South America,Africa : Southern Africa,620,339,7760658.0,2018-04-01
Africa : Southern Africa,Asia : Central Asia,346,213,3624912.0,2018-01-01
Africa : Southern Africa,Southwest Pacific,17254,11415,216621446.0,2018-08-01
Latin America : Upper South America,Africa : North Africa,520,335,5764069.0,2018-07-01
Middle East,Europe : Eastern/Central Europe,488438,151790,1333950170.0,2018-12-01
Latin America : Upper South America,Latin America : Caribbean,74808,29525,151570933.0,2018-02-01
Africa : Eastern Africa,Africa : Southern Africa,67498,43376,212292632.0,2018-07-01
Latin America : Central America,Latin America : Upper South America,147031,93667,392317482.0,2018-08-01
North America,Africa : North Africa,61344,44969,550385103.0,2018-12-01
Africa : Central/Western Africa,Latin America : Caribbean,560,462,7106825.0,2018-06-01
Southwest Pacific,Africa : Eastern Africa,7431,3810,89352938.0,2018-10-01
Africa : Southern Africa,Latin America : Central America,757,575,13204842.0,2018-01-01
Africa : North Africa,Southwest Pacific,3414,1970,51968537.0,2018-07-01
